"Absolute_Pressure","Aspect_Ratio","Courant_Number","Density","Dynamic_Viscosity","Mesh_Expansion_Factor","Orthogonality_Angle","P_Mass.Residual","Points:0","Points:1","Points:2","Pressure","Pressure.Gradient:0","Pressure.Gradient:1","Pressure.Gradient:2","Real_Partition_Number","Shear_Strain_Rate","Specific_Volume","Total_Pressure","U_Mom.Residual","V_Mom.Residual","Velocity:0","Velocity:1","Velocity:2","Velocity_u.Beta","Velocity_u.Gradient:0","Velocity_u.Gradient:1","Velocity_u.Gradient:2","Velocity_v.Beta","Velocity_v.Gradient:0","Velocity_v.Gradient:1","Velocity_v.Gradient:2","Velocity_w.Beta","Velocity_w.Gradient:0","Velocity_w.Gradient:1","Velocity_w.Gradient:2","Volume_Porosity","Volume_of_Finite_Volumes","W_Mom.Residual","Wall_Shear:0","Wall_Shear:1","Wall_Shear:2"
0.0021217,1.3153,24.087,1,0.0021569,1.0679,1.4853,1.1071e-06,12,0.18427,0,0,-0.32298,0.057244,2.1684e-19,5,6.1724,1,6.66,2.6147e-06,-1.9447e-08,3.6491,-0.0028233,0,0.64904,0.036812,6.1886,-8.6736e-19,0.041845,-0.016338,0.0028671,-1.6941e-21,1,-2.8587e-20,0,-1.2777e-10,1,1.9733e-05,1.096e-22,0,0,0
8.0754,1.2204,11.874,1,0.0021569,1.0834,1.503,-3.7922e-12,-6,0.28553,0,8.0754,-0.15678,0.0049466,4.0658e-20,1,3.4644,1,9.4078,-2.8216e-11,2.6077e-10,1.632,0,0,1,0.032984,3.4785,-4.3368e-19,0.82001,-0.0033386,-0.00022124,-1.0588e-21,1,-6.7763e-21,0,-5.8316e-11,1,1.8719e-05,1.6262e-24,0,0,0
8.0757,1.2471,12.126,1,0.0021569,1.0428,1.5264,-4.7107e-12,-6,0.33348,0,8.0757,-0.14914,0.0041165,4.0658e-20,1,2.7052,1,9.657,-2.869e-11,3.7017e-10,1.7782,0,0,1,0.0364,2.7074,0,1,-0.0021582,-0.0002142,-4.2352e-22,1,-8.4703e-21,0,-6.3699e-11,1,1.9947e-05,2.2403e-24,0,0,0
3.3415,7.5963,0.36911,1,0.0021569,1.0049,1.5706,9.8654e-10,1.5416,-4.2693e-16,0,3.3415,-0.26327,0.0052831,2.3039e-19,4,38.892,1,3.3415,2.5352e-09,6.674e-09,0,0,0,0.020202,-0.016885,38.891,0,0.96172,-0.00013162,0.019272,-3.7947e-19,0.77956,1.6941e-21,0,-7.8038e-12,1,1.0612e-06,9.036e-24,0.085389,4.6502e-07,-1.2421e-21
3.3361,7.5805,0.36831,1,0.0021569,1.0041,1.5706,9.7133e-10,1.5617,-4.2611e-16,0,3.3361,-0.26949,0.0049888,3.2526e-19,4,38.815,1,3.3361,2.7055e-09,6.5922e-09,0,0,0,0.020659,-0.015885,38.814,0,0.96622,-0.00011599,0.018133,-4.269e-19,0.7795,-7.6233e-21,0,-7.8076e-12,1,1.0671e-06,-1.1907e-24,0.085262,4.6433e-07,-1.3006e-21
3.3306,7.5648,0.36883,1,0.0021569,1.0021,1.5706,8.8249e-10,1.5819,-4.2528e-16,0,3.3306,-0.27547,0.0047222,2.575e-19,4,38.742,1,3.3306,2.8969e-09,6.4676e-09,0,0,0,0.021101,-0.014978,38.742,0,0.96998,-0.0001037,0.017112,-4.8111e-19,0.77941,1.9482e-20,0,-7.8121e-12,1,1.0693e-06,-1.0216e-22,0.085143,4.6368e-07,-1.2196e-21
3.325,7.5491,0.37051,1,0.0021569,1.0022,1.5706,8.2516e-10,1.6021,-4.2446e-16,0,3.325,-0.28122,0.0044735,2.4395e-19,4,38.674,1,3.325,3.016e-09,6.3528e-09,0,0,0,0.021529,-0.014127,38.673,0,0.97321,-9.9174e-05,0.016169,-4.2352e-19,0.77931,-2.5411e-21,0,-7.8173e-12,1,1.0681e-06,-5.3767e-24,0.085031,4.6307e-07,-1.1163e-21
3.3193,7.5335,0.37229,1,0.0021569,1.0025,1.5706,7.3373e-10,1.6222,-4.2364e-16,0,3.3193,-0.28675,0.0042418,3.6592e-19,4,38.609,1,3.3193,3.1728e-09,6.31e-09,0,0,0,0.021943,-0.013315,38.608,0,0.97624,-0.0001021,0.015259,-4.5062e-19,0.77919,-1.6941e-21,0,-7.823e-12,1,1.0667e-06,-3.934e-23,0.084926,4.625e-07,-1.1455e-21
3.3135,7.518,0.37385,1,0.0021569,1.0009,1.5706,6.6888e-10,1.6422,-4.2282e-16,0,3.3135,-0.29208,0.0040241,3.5237e-19,4,38.547,1,3.3135,3.3167e-09,6.2175e-09,0,0,0,0.022346,-0.012526,38.547,0,0.97916,-0.0001045,0.014362,-4.7773e-19,0.77905,3.134e-20,0,-7.8292e-12,1,1.066e-06,-2.3852e-22,0.084828,4.6196e-07,-9.2435e-22
3.3076,7.5026,0.3748,1,0.0021569,1.0009,1.5706,6.6002e-10,1.6622,-4.22e-16,0,3.3076,-0.29726,0.0038181,3.5237e-19,4,38.489,1,3.3076,3.3808e-09,6.05e-09,0,0,0,0.022739,-0.011773,38.488,0,0.98187,-9.9763e-05,0.013496,-4.0149e-19,0.77889,-6.7763e-21,0,-7.8359e-12,1,1.0671e-06,-1.7076e-22,0.084736,4.6146e-07,-7.438e-22
3.3016,7.4873,0.37543,1,0.0021569,1.001,1.5706,6.6224e-10,1.6822,-4.2119e-16,0,3.3016,-0.30228,0.0036239,4.3368e-19,4,38.434,1,3.3016,3.5064e-09,5.8973e-09,0,0,0,0.023123,-0.011078,38.433,0,0.98421,-8.6686e-05,0.012698,-4.4046e-19,0.77872,-2.6258e-20,0,-7.8432e-12,1,1.0692e-06,-1.2388e-22,0.084649,4.6099e-07,-9.391e-22
3.2955,7.4721,0.37605,1,0.0021569,1.001,1.5706,6.8472e-10,1.7022,-4.2037e-16,0,3.2955,-0.30714,0.0034431,3.7947e-19,4,38.381,1,3.2955,3.6507e-09,5.6874e-09,0,0,0,0.023498,-0.010464,38.381,0,0.98606,-6.8896e-05,0.012002,-5.1838e-19,0.77852,3.3881e-21,0,-7.8509e-12,1,1.0714e-06,-2.2238e-22,0.084568,4.6055e-07,-1.0347e-21
3.2894,7.4569,0.37667,1,0.0021569,1.001,1.5706,7.5779e-10,1.7222,-4.1956e-16,0,3.2894,-0.31182,0.003279,3.3881e-19,4,38.331,1,3.2894,3.7355e-09,5.4047e-09,0,0,0,0.02386,-0.0099488,38.331,0,0.98745,-5.0964e-05,0.011423,-5.0144e-19,0.77832,-2.1176e-20,0,-7.859e-12,1,1.0736e-06,-8.8033e-23,0.08449,4.6013e-07,-1.0994e-21
3.2831,7.4418,0.3773,1,0.0021569,1.001,1.5706,8.6345e-10,1.7421,-4.1874e-16,0,3.2831,-0.3163,0.003134,3.6592e-19,4,38.283,1,3.2831,3.8644e-09,5.1469e-09,0,0,0,0.02421,-0.0095342,38.283,0,0.98844,-3.5264e-05,0.010958,-5.6582e-19,0.7781,-3.2611e-20,0,-7.8675e-12,1,1.0757e-06,3.6144e-23,0.084417,4.5973e-07,-1.4086e-21
3.2767,7.4268,0.37793,1,0.0021569,1.001,1.5706,9.6132e-10,1.7621,-4.1793e-16,0,3.2767,-0.32055,0.0030079,3.1171e-19,4,38.237,1,3.2767,4.0113e-09,4.8707e-09,0,0,0,0.024545,-0.0092119,38.237,0,0.98911,-2.2548e-05,0.010596,-6.6069e-19,0.77788,4.2352e-21,0,-7.8763e-12,1,1.0779e-06,4.2215e-24,0.084346,4.5934e-07,-1.5339e-21
3.2703,7.4118,0.37855,1,0.0021569,1.001,1.5706,1.0551e-09,1.7821,-4.1711e-16,0,3.2703,-0.32457,0.0028987,2.4395e-19,4,38.193,1,3.2703,4.1013e-09,4.5776e-09,0,0,0,0.024866,-0.0089644,38.192,0,0.98952,-1.387e-05,0.010318,-6.6069e-19,0.77764,-4.2352e-21,0,-7.8852e-12,1,1.0801e-06,1.3667e-22,0.084277,4.5896e-07,-1.4888e-21
3.2637,7.3969,0.37918,1,0.0021569,1.001,1.5706,1.113e-09,1.8021,-4.1629e-16,0,3.2637,-0.32836,0.0028038,2.7105e-19,4,38.149,1,3.2637,4.2381e-09,4.3601e-09,0,0,0,0.025173,-0.0087673,38.149,6.9389e-18,0.98979,-1.0688e-05,0.010095,-7.1151e-19,0.7774,-4.2352e-22,0,-7.8944e-12,1,1.0823e-06,2.0983e-22,0.08421,4.586e-07,-1.4937e-21
3.2571,7.3821,0.3798,1,0.0021569,1.001,1.5706,1.1114e-09,1.8221,-4.1548e-16,0,3.2571,-0.33192,0.0027201,2.1684e-19,4,38.107,1,3.2571,4.3673e-09,4.162e-09,0,0,0,0.025467,-0.008592,38.107,0,0.99002,-1.305e-05,0.0098937,-7.5217e-19,0.77716,3.3458e-20,0,-7.9036e-12,1,1.0844e-06,9.309e-23,0.084144,4.5824e-07,-1.2446e-21
3.2505,7.3673,0.38041,1,0.0021569,1.001,1.5706,1.0963e-09,1.8421,-4.1466e-16,0,3.2505,-0.3353,0.0026435,1.6263e-19,4,38.066,1,3.2505,4.4457e-09,3.9533e-09,0,0,0,0.025748,-0.0084146,38.066,0,0.9903,-1.8675e-05,0.0096861,-6.9287e-19,0.77691,1.2705e-20,0,-7.9129e-12,1,1.0866e-06,1.4573e-22,0.084079,4.5789e-07,-9.2628e-22
3.2437,7.3525,0.38103,1,0.0021569,1.001,1.5706,1.0553e-09,1.862,-4.1385e-16,0,3.2437,-0.33851,0.0025704,1.8974e-19,4,38.026,1,3.2437,4.5698e-09,3.8129e-09,0,0,0,0.02602,-0.0082238,38.026,0,0.99067,-2.3823e-05,0.0094595,-6.9118e-19,0.77666,-8.4703e-22,0,-7.9223e-12,1,1.0888e-06,1.7997e-22,0.084016,4.5754e-07,-8.5471e-22
3.237,7.3379,0.38166,1,0.0021569,1.001,1.5706,9.6666e-10,1.882,-4.1303e-16,0,3.237,-0.34158,0.0024985,1.8974e-19,4,37.987,1,3.237,4.6904e-09,3.688e-09,0,0,0,0.026283,-0.0080248,37.987,0,0.99108,-2.4823e-05,0.0092221,-7.3353e-19,0.7764,1.567e-20,0,-7.9319e-12,1,1.091e-06,3.3533e-23,0.083954,4.5721e-07,-7.5578e-22
3.2301,7.3232,0.38228,1,0.0021569,1.001,1.5706,8.735e-10,1.902,-4.1222e-16,0,3.2301,-0.34453,0.0024281,2.1684e-19,4,37.949,1,3.2301,4.7641e-09,3.5457e-09,0,0,0,0.026538,-0.0078381,37.949,6.9389e-18,0.99147,-1.9523e-05,0.0089996,-7.42e-19,0.77614,-9.3174e-21,0,-7.9416e-12,1,1.0931e-06,4.6065e-23,0.083894,4.5688e-07,-7.2392e-22
3.2232,7.3087,0.38291,1,0.0021569,1.001,1.5706,7.5127e-10,1.922,-4.114e-16,0,3.2232,-0.34733,0.0023616,2.9816e-19,4,37.912,1,3.2232,4.8718e-09,3.4705e-09,0,0,0,0.026785,-0.0076921,37.912,0,0.99172,-7.9855e-06,0.0088267,-8.2162e-19,0.77587,-1.1011e-20,-1.7347e-18,-7.9514e-12,1,1.0953e-06,3.463e-23,0.083834,4.5655e-07,-8.8418e-22
3.2162,7.2942,0.38353,1,0.0021569,1.001,1.5706,6.01e-10,1.942,-4.1058e-16,0,3.2162,-0.34998,0.0023033,3.5237e-19,4,37.876,1,3.2162,4.9597e-09,3.3828e-09,0,0,0,0.027023,-0.0076142,37.876,0,0.99176,7.9889e-06,0.0087352,-8.9955e-19,0.7756,2.0752e-20,0,-7.9613e-12,1,1.0975e-06,-1.8498e-22,0.083776,4.5624e-07,-8.4092e-22
3.2092,7.2797,0.38412,1,0.0021569,1.0011,1.5706,5.1753e-10,1.962,-4.0977e-16,0,3.2092,-0.35245,0.0022569,3.5237e-19,4,37.84,1,3.2092,5.0033e-09,3.2177e-09,0,0,0,0.027249,-0.0076218,37.84,0,0.99151,2.5246e-05,0.0087455,-8.7244e-19,0.77533,1.2705e-21,0,-7.9712e-12,1,1.0997e-06,-1.8331e-22,0.083718,4.5592e-07,-7.4079e-22
3.2021,7.2653,0.38424,1,0.0021569,1.0034,1.5706,5.126e-10,1.9819,-4.0895e-16,0,3.2021,-0.3547,0.0022252,4.0658e-19,4,37.805,1,3.2021,5.0873e-09,3.1055e-09,0,0,0,0.027461,-0.0077235,37.805,0,0.99088,4.0616e-05,0.0088614,-8.7583e-19,0.77506,-2.9646e-21,0,-7.9811e-12,1,1.1033e-06,-1.2989e-22,0.083659,4.556e-07,-8.1018e-22
3.195,7.251,0.38381,1,0.0021569,1.0039,1.5706,4.3816e-10,2.002,-4.0814e-16,0,3.195,-0.35672,0.0022098,4.0658e-19,4,37.769,1,3.195,5.1656e-09,2.9828e-09,0,0,0,0.027659,-0.0079095,37.769,0,0.98996,5.1116e-05,0.0090708,-8.9277e-19,0.77478,2.414e-20,0,-7.991e-12,1,1.1084e-06,-3.1493e-22,0.083599,4.5527e-07,-6.9625e-22
3.1878,7.2367,0.38307,1,0.0021569,1.005,1.5706,4.5992e-10,2.0221,-4.0731e-16,0,3.1878,-0.35851,0.0022102,4.0658e-19,4,37.733,1,3.1878,5.211e-09,2.7476e-09,0,0,0,0.027843,-0.0081556,37.733,6.9389e-18,0.98885,5.5404e-05,0.0093445,-8.3009e-19,0.77451,-4.6587e-21,0,-8.0007e-12,1,1.1144e-06,-2.8079e-22,0.083536,4.5493e-07,-6.0122e-22
3.1806,7.2224,0.38236,1,0.0021569,1.0036,1.5706,4.4853e-10,2.0422,-4.0649e-16,0,3.1806,-0.36007,0.002224,4.3368e-19,4,37.697,1,3.1806,5.3008e-09,2.5349e-09,0,0,0,0.028013,-0.0084321,37.697,0,0.98765,5.4085e-05,0.0096493,-8.3179e-19,0.77424,-2.0329e-20,0,-8.0102e-12,1,1.1203e-06,-1.4417e-22,0.083472,4.5458e-07,-8.2505e-22
3.1733,7.208,0.38304,1,0.0021569,1.0024,1.5706,2.8443e-10,2.0625,-4.0567e-16,0,3.1733,-0.36144,0.0022441,4.3368e-19,4,37.66,1,3.1733,5.394e-09,2.3171e-09,0,0,0,0.028169,-0.0086926,37.66,0,0.98648,4.5158e-05,0.0099422,-8.8091e-19,0.77398,5.0822e-21,0,-8.0196e-12,1,1.1221e-06,-2.4699e-22,0.083405,4.5422e-07,-9.5729e-22
3.166,7.1938,0.38485,1,0.0021569,1.0024,1.5706,3.412e-10,2.0826,-4.0484e-16,0,3.166,-0.36264,0.0022622,4.0658e-19,4,37.623,1,3.166,5.4572e-09,2.0231e-09,0,0,0,0.028316,-0.0088954,37.623,0,0.98557,2.7629e-05,0.010168,-8.7075e-19,0.77373,-7.1998e-21,0,-8.0287e-12,1,1.1205e-06,-1.8173e-22,0.083337,4.5385e-07,-9.9456e-22
3.1587,7.1796,0.38666,1,0.0021569,1.0024,1.5706,4.0773e-10,2.1027,-4.0402e-16,0,3.1587,-0.36373,0.0022727,3.7947e-19,4,37.586,1,3.1587,5.5443e-09,1.8035e-09,0,0,0,0.028456,-0.009012,37.586,0,0.98509,5.8869e-06,0.010287,-8.8769e-19,0.77348,-3.8116e-21,0,-8.0376e-12,1,1.1189e-06,-4.448e-23,0.083268,4.5347e-07,-1.1055e-21
3.1514,7.1656,0.38814,1,0.0021569,1.0007,1.5706,4.6104e-10,2.1227,-4.0321e-16,0,3.1514,-0.36476,0.0022718,3.5237e-19,4,37.549,1,3.1514,5.6089e-09,1.6073e-09,0,0,0,0.028593,-0.0090296,37.549,0,0.98505,-1.3631e-05,0.010289,-8.9616e-19,0.77323,3.1764e-20,0,-8.0463e-12,1,1.1182e-06,-1.6019e-22,0.083198,4.5309e-07,-9.3662e-22
3.1441,7.1516,0.38899,1,0.0021569,1.0009,1.5706,6.0392e-10,2.1427,-4.0239e-16,0,3.1441,-0.36577,0.0022582,2.7105e-19,4,37.512,1,3.1441,5.6307e-09,1.2749e-09,0,0,0,0.028729,-0.008963,37.512,0,0.98533,-2.5604e-05,0.010195,-7.8605e-19,0.77299,3.2187e-20,0,-8.0551e-12,1,1.1194e-06,-7.0862e-23,0.083129,4.5271e-07,-5.4894e-22
3.1368,7.1377,0.38953,1,0.0021569,1.0009,1.5706,8.0702e-10,2.1627,-4.0157e-16,0,3.1368,-0.36679,0.0022336,1.3553e-19,4,37.475,1,3.1368,5.6608e-09,9.082e-10,0,0,0,0.028865,-0.0088441,37.475,0,0.98577,-2.8482e-05,0.010046,-6.4713e-19,0.77275,6.6492e-20,0,-8.0638e-12,1,1.1215e-06,1.3679e-22,0.083061,4.5234e-07,6.4979e-23
3.1294,7.1239,0.39005,1,0.0021569,1.001,1.5706,1.0247e-09,2.1827,-4.0076e-16,0,3.1294,-0.36781,0.0022013,-2.7105e-20,4,37.439,1,3.1294,5.6992e-09,5.3861e-10,0,0,0,0.029002,-0.0087108,37.439,0,0.98623,-2.3772e-05,0.0098883,-4.5401e-19,0.7725,1.3553e-19,1.7347e-18,-8.0727e-12,1,1.1237e-06,4.2167e-25,0.082993,4.5197e-07,1.4867e-21
3.1221,7.1101,0.39058,1,0.0021569,1.001,1.5706,1.2104e-09,2.2027,-3.9994e-16,0,3.1221,-0.36882,0.0021666,-2.4395e-19,4,37.404,1,3.1221,5.794e-09,1.7285e-10,0,0,0,0.029139,-0.0085973,37.404,0,0.98656,-1.4247e-05,0.0097585,-1.5924e-19,0.77225,8.0045e-20,0,-8.0816e-12,1,1.1258e-06,-2.6411e-24,0.082927,4.5161e-07,3.0717e-21
3.1147,7.0964,0.3911,1,0.0021569,1.001,1.5706,1.2579e-09,2.2226,-3.9913e-16,0,3.1147,-0.3698,0.0021336,-4.0658e-19,4,37.369,1,3.1147,4.8805e-09,5.7634e-10,0,0,0,0.029274,-0.0085263,37.368,0,0.98668,-2.8852e-06,0.0096803,3.8964e-20,0.772,-6.0139e-20,1.7347e-18,-8.0906e-12,1,1.128e-06,4.0052e-22,0.082862,4.5126e-07,3.256e-21
3.1073,7.0827,0.39162,1,0.0021569,1.001,1.5706,1.453e-09,2.2426,-3.9831e-16,0,3.1073,-0.37071,0.0021058,-1.6263e-19,6,37.334,1,3.1073,6.316e-09,-1.159e-10,0,0,0,0.029404,-0.0084998,37.334,0,0.98658,5.4286e-06,0.0096568,-5.0822e-21,0.77175,-1.3468e-19,0,-8.0997e-12,1,1.1302e-06,3.1834e-22,0.082796,4.509e-07,1.8721e-21
3.0999,7.0691,0.39213,1,0.0021569,1.001,1.5706,1.3222e-09,2.2626,-3.975e-16,0,3.0999,-0.37155,0.002085,-5.421e-20,6,37.299,1,3.0999,5.8663e-09,-4.34e-10,0,0,0,0.029529,-0.0085017,37.299,0,0.98636,6.7685e-06,0.009665,-2.2023e-19,0.7715,-1.063e-19,0,-8.1087e-12,1,1.1324e-06,4.0585e-22,0.082731,4.5055e-07,1.0958e-22
3.0924,7.0555,0.39264,1,0.0021569,1.001,1.5706,1.5038e-09,2.2826,-3.9668e-16,0,3.0924,-0.37231,0.0020692,-1.0842e-19,6,37.265,1,3.0924,6.0003e-09,-6.7112e-10,0,0,0,0.02965,-0.0085099,37.265,0,0.98616,2.5902e-06,0.0096742,-3.3881e-19,0.77125,-2.5411e-20,0,-8.1178e-12,1,1.1345e-06,6.6525e-22,0.082666,4.5019e-07,-8.9563e-22
3.085,7.042,0.39315,1,0.0021569,1.001,1.5706,1.5562e-09,2.3026,-3.9586e-16,0,3.085,-0.373,0.0020553,-1.6263e-19,6,37.231,1,3.085,6.0961e-09,-8.441e-10,0,0,0,0.029766,-0.0085054,37.231,0,0.98605,-3.2386e-06,0.0096637,-3.7947e-19,0.77099,1.1011e-20,0,-8.1268e-12,1,1.1367e-06,6.0441e-22,0.082601,4.4984e-07,-1.0102e-21
3.0775,7.0285,0.39365,1,0.0021569,1.001,1.5706,1.6403e-09,2.3226,-3.9505e-16,0,3.0775,-0.37365,0.0020405,-1.8974e-19,6,37.197,1,3.0775,6.1434e-09,-1.1135e-09,0,0,0,0.029878,-0.0084826,37.197,0,0.98605,-7.1905e-06,0.0096298,-3.6253e-19,0.77074,-2.0329e-20,0,-8.1358e-12,1,1.1389e-06,6.8417e-22,0.082537,4.4949e-07,-1.0535e-21
3.0701,7.0151,0.39416,1,0.0021569,1.001,1.5706,1.7157e-09,2.3425,-3.9423e-16,0,3.0701,-0.37426,0.0020234,-2.9816e-19,6,37.163,1,3.0701,6.2141e-09,-1.3098e-09,0,0,0,0.029989,-0.0084492,37.163,6.9389e-18,0.9861,-7.2213e-06,0.0095842,-3.8455e-19,0.77049,-2.5411e-20,0,-8.1447e-12,1,1.1411e-06,9.1257e-22,0.082472,4.4913e-07,-1.403e-21
3.0626,7.0017,0.39466,1,0.0021569,1.001,1.5706,1.6354e-09,2.3625,-3.9342e-16,0,3.0626,-0.37482,0.0020047,-3.5237e-19,6,37.13,1,3.0626,6.2845e-09,-1.3302e-09,0,0,0,0.030097,-0.0084218,37.13,0,0.98612,-2.868e-06,0.0095476,-4.1843e-19,0.77024,3.6846e-20,0,-8.1538e-12,1,1.1432e-06,8.6511e-22,0.082408,4.4878e-07,-1.4026e-21
3.0551,6.9884,0.39517,1,0.0021569,1.0009,1.5706,1.4674e-09,2.3825,-3.926e-16,0,3.0551,-0.37534,0.0019871,-3.5237e-19,6,37.097,1,3.0551,6.4097e-09,-1.2976e-09,0,0,0,0.030201,-0.0084193,37.097,0,0.986,5.215e-06,0.0095421,-3.4898e-19,0.76999,8.1739e-20,0,-8.1628e-12,1,1.1454e-06,6.7388e-22,0.082344,4.4843e-07,-6.6711e-22
3.0476,6.9752,0.39566,1,0.0021569,1.0009,1.5706,1.2128e-09,2.4025,-3.9179e-16,0,3.0476,-0.3758,0.0019733,-3.2526e-19,6,37.063,1,3.0476,6.5022e-09,-1.226e-09,0,0,0,0.030302,-0.0084572,37.063,0,0.98566,1.5305e-05,0.0095854,-2.2023e-19,0.76974,4.3622e-20,0,-8.1718e-12,1,1.1476e-06,4.8421e-22,0.082279,4.4809e-07,1.3651e-22
3.0401,6.962,0.39615,1,0.0021569,1.001,1.5706,8.9558e-10,2.4225,-3.9097e-16,0,3.0401,-0.37617,0.0019654,-1.6263e-19,6,37.03,1,3.0401,6.5394e-09,-1.1503e-09,0,0,0,0.030397,-0.0085425,37.03,0,0.98508,2.4859e-05,0.0096848,-1.7957e-19,0.76949,-4.0234e-20,0,-8.1807e-12,1,1.1498e-06,3.2546e-22,0.082215,4.4773e-07,1.7168e-22
3.0325,6.9488,0.3966,1,0.0021569,1.001,1.5706,6.1189e-10,2.4425,-3.9015e-16,0,3.0325,-0.37645,0.0019648,0,6,36.997,1,3.0325,6.5415e-09,-1.0592e-09,0,0,0,0.030485,-0.0086707,36.997,0,0.9843,3.1285e-05,0.0098339,-2.8291e-19,0.76924,-7.2421e-20,0,-8.1896e-12,1,1.152e-06,1.9366e-22,0.082149,4.4738e-07,-5.0702e-22
3.025,6.9357,0.39652,1,0.0021569,1.0037,1.5706,4.0144e-10,2.4624,-3.8934e-16,0,3.025,-0.37662,0.0019708,5.421e-20,6,36.964,1,3.025,6.5494e-09,-9.2406e-10,0,0,0,0.030566,-0.0088307,36.964,0,0.9834,3.393e-05,0.010016,-4.0658e-19,0.76899,-3.3458e-20,0,-8.1984e-12,1,1.1558e-06,4.081e-23,0.082083,4.4701e-07,-1.1134e-21
3.0175,6.9226,0.39584,1,0.0021569,1.004,1.5706,1.439e-10,2.4825,-3.8852e-16,0,3.0175,-0.37669,0.0019821,1.0842e-19,6,36.93,1,3.0175,6.5468e-09,-8.6333e-10,0,0,0,0.03064,-0.0090057,36.93,0,0.98244,3.2947e-05,0.010213,-4.6079e-19,0.76874,5.9292e-21,0,-8.2071e-12,1,1.1613e-06,-2.0066e-22,0.082015,4.4665e-07,-1.2028e-21
3.0099,6.9095,0.3949,1,0.0021569,1.0049,1.5706,4.9892e-11,2.5026,-3.877e-16,0,3.0099,-0.37666,0.0019972,1.8974e-19,6,36.896,1,3.0099,6.5111e-09,-9.383e-10,0,0,0,0.030708,-0.0091788,36.896,0,0.98152,2.9005e-05,0.010405,-4.4723e-19,0.7685,1.567e-20,0,-8.2157e-12,1,1.1676e-06,-3.2722e-22,0.081946,4.4627e-07,-9.8358e-22
3.0023,6.8965,0.39413,1,0.0021569,1.0031,1.5706,-2.753e-11,2.5228,-3.8688e-16,0,3.0023,-0.37655,0.0020141,1.6263e-19,6,36.862,1,3.0023,6.5315e-09,-1.0637e-09,0,0,0,0.030771,-0.0093356,36.862,0,0.98069,2.2922e-05,0.010578,-3.9133e-19,0.76826,2.6682e-20,0,-8.2241e-12,1,1.1734e-06,-3.2569e-22,0.081875,4.4588e-07,-6.521e-22
2.9947,6.8834,0.39486,1,0.0021569,1.0028,1.5706,-2.2645e-10,2.543,-3.8605e-16,0,2.9947,-0.37639,0.0020299,1.6263e-19,6,36.827,1,2.9947,6.5614e-09,-1.2239e-09,0,0,0,0.03083,-0.0094564,36.827,0,0.98004,1.3005e-05,0.010713,-3.134e-19,0.76803,2.8799e-20,0,-8.2324e-12,1,1.1748e-06,-3.6401e-22,0.081803,4.4549e-07,-2.457e-22
2.9871,6.8704,0.39671,1,0.0021569,1.0026,1.5706,-1.8908e-10,2.5631,-3.8523e-16,0,2.9871,-0.37619,0.0020404,1.3553e-19,6,36.792,1,2.9871,6.574e-09,-1.4256e-09,0,0,0,0.030887,-0.0095249,36.792,0,0.97969,-1.6123e-08,0.010785,-2.4733e-19,0.76779,1.2705e-20,0,-8.2406e-12,1,1.1727e-06,-3.4952e-22,0.081731,4.451e-07,8.1275e-23
2.9795,6.8575,0.39848,1,0.0021569,1.0023,1.5706,-1.1495e-10,2.5832,-3.8441e-16,0,2.9795,-0.37599,0.0020429,1.0842e-19,6,36.757,1,2.9795,6.6278e-09,-1.5968e-09,0,0,0,0.030944,-0.009534,36.757,0,0.97968,-1.222e-05,0.010786,-2.0329e-19,0.76757,4.6587e-21,1.7347e-18,-8.2487e-12,1,1.171e-06,-2.6602e-22,0.081659,4.4471e-07,2.6236e-22
2.972,6.8447,0.39984,1,0.0021569,1.0005,1.5706,-4.8896e-11,2.6032,-3.8359e-16,0,2.972,-0.37581,0.0020368,8.1315e-20,6,36.723,1,2.972,6.6649e-09,-1.7415e-09,0,0,0,0.031002,-0.0094874,36.722,0,0.97991,-2.0819e-05,0.010725,-1.7788e-19,0.76734,-8.4703e-22,0,-8.2567e-12,1,1.1704e-06,-2.5688e-22,0.081588,4.4432e-07,3.5873e-22
2.2512,9.1562,0.28418,1,0.0021569,1.0009,0.83766,9.1498e-09,0.19854,0.5,0,2.2512,3.4923,-0.021664,-2.1684e-19,2,19.091,1,2.2512,-7.9311e-09,2.1036e-09,0,0,0,0.35564,0.12614,19.088,-3.4694e-18,0.55357,0.007121,-0.069574,-2.0329e-19,0.91306,3.3881e-20,0,4.282e-12,1,8.7429e-07,2.3534e-22,-0.05829,3.0606e-07,3.4907e-17
2.3189,9.1342,0.2783,1,0.0021569,1.0016,0.83966,1.1166e-08,0.21849,0.5,0,2.3189,3.3531,-0.0043463,-2.1684e-19,2,18.755,1,2.3189,-5.2283e-09,1.027e-09,0,0,0,0.34712,0.13512,18.77,0,0.37108,0.0036475,-0.10962,-2.4395e-19,0.91526,-2.7105e-20,-8.6736e-19,4.1864e-12,1,8.7425e-07,-3.5197e-24,-0.056914,2.9883e-07,4.8661e-17
2.3839,9.1125,0.27175,1,0.0021569,1.002,0.84164,1.0805e-08,0.23839,0.5,0,2.3839,3.233,0.0092076,-2.1684e-19,2,18.353,1,2.3839,-4.767e-09,-1.5454e-10,0,0,0,0.34084,0.1499,18.37,0,0.27911,0.0016891,-0.13957,-2.4395e-19,0.91797,-4.0658e-20,-8.6736e-19,4.086e-12,1,8.7372e-07,5.8114e-22,-0.055449,2.9114e-07,5.2979e-17
